year,rank,company,revenue,profit
1986.0,496.0,Lancaster Colony,440.6,10.7
1986.0,497.0,Scientific-Atlanta,436.9,16.4
1986.0,498.0,S.S. Pierce,434.8,5.9
1986.0,499.0,American Maize-Products,433.2,-4.7
1986.0,500.0,Winnebago Industries,424.2,18.1
1987.0,1.0,General Motors,102813.7,2944.7
1987.0,2.0,Exxon Mobil,69888.0,5360.0
1987.0,3.0,Ford Motor,62715.8,3285.1
1987.0,4.0,Intl. Business Machines,51250.0,4789.0
1987.0,5.0,Mobil,44866.0,1407.0
1987.0,6.0,General Electric,35211.0,2492.0
1987.0,7.0,AT&T,34087.0,139.0
1987.0,8.0,Texaco,31613.0,725.0
1987.0,9.0,DuPont,27148.0,1538.0
1987.0,10.0,ChevronTexaco,24351.0,715.0
1987.0,11.0,Chrysler,22513.5,1403.6
1987.0,12.0,Altria Group,20681.0,1478.0
1987.0,13.0,Amoco,18281.0,747.0
1987.0,14.0,Nabisco Group Holdings,16998.0,1064.0
1987.0,15.0,Shell Oil,16833.0,883.0
1987.0,16.0,Boeing,16341.0,665.0
1987.0,17.0,United Technologies,15669.2,72.7
1987.0,18.0,Procter & Gamble,15439.0,709.0
1987.0,19.0,Occidental Petroleum,15344.1,181.1
1987.0,20.0,Atlantic Richfield,14585.8,615.1
1987.0,21.0,Tenneco Automotive,14558.0,-39.0
1987.0,22.0,Marathon Oil,14000.0,-1833.0
1987.0,23.0,McDonnell Douglas,12660.6,277.5
1987.0,24.0,Rockwell Automation,12295.7,611.2
1987.0,25.0,Honeywell Intl.,11794.0,605.0
1987.0,26.0,Eastman Kodak,11550.0,374.0
1987.0,27.0,Dow Chemical,11113.0,732.0
1987.0,28.0,CBS,10731.0,670.8
1987.0,29.0,Goodyear Tire & Rubber,10327.7,124.1
1987.0,30.0,Lockheed Martin,10273.0,408.0
1987.0,31.0,ConocoPhillips,9786.0,228.0
1987.0,32.0,Xerox,9377.0,465.0
1987.0,33.0,Sunoco,9376.0,385.0
1987.0,34.0,PepsiCo,9290.8,457.5
1987.0,35.0,BP America,9219.0,-345.0
1987.0,36.0,General Dynamics,9211.4,-52.5
1987.0,37.0,Kraft,8742.2,413.2
1987.0,38.0,Coca-Cola,8668.6,934.3
1987.0,39.0,3M,8602.0,779.0
1987.0,40.0,Sara Lee,7937.7,223.5
1987.0,41.0,ITT Industries,7895.5,493.7
1987.0,42.0,Union Carbide,7828.0,496.0
1987.0,43.0,Anheuser-Busch,7677.2,518.0
1987.0,44.0,Digital Equipment,7590.4,617.4
1987.0,45.0,Unocal,7482.0,176.0
1987.0,46.0,Unisys,7432.4,-43.4
1987.0,47.0,Caterpillar,7321.0,76.0
1987.0,48.0,Raytheon,7308.0,393.2
1987.0,49.0,LTV,7271.4,-3251.6
1987.0,50.0,Georgia-Pacific,7223.0,296.0
1987.0,51.0,Hewlett-Packard,7102.0,516.0
1987.0,52.0,Honeywell,7086.7,-398.1
1987.0,53.0,Johnson & Johnson,7002.9,329.5
1987.0,54.0,Ashland,6991.3,208.6
1987.0,55.0,Monsanto,6879.0,433.0
1987.0,56.0,Sealed Air,6808.3,-472.3
1987.0,57.0,Coastal,6668.2,71.6
1987.0,58.0,TRW,6450.1,217.7
1987.0,59.0,ConAgra Foods,5911.0,105.3
1987.0,60.0,Motorola,5888.0,194.0
1987.0,61.0,Pillsbury,5847.9,208.1
1987.0,62.0,Weyerhaeuser,5652.0,276.7
1987.0,63.0,Baxter International,5634.0,444.0
1987.0,64.0,Northrop Grumman,5608.4,41.2
1987.0,65.0,Ralston Purina,5514.6,388.7
1987.0,66.0,International Paper,5501.0,305.0
1987.0,67.0,Archer Daniels Midland,5336.0,230.4
1987.0,68.0,Fortune Brands,5261.2,365.3
1987.0,69.0,Textron,5226.3,239.2
1987.0,70.0,Borden Chemical,5002.1,223.3
1987.0,71.0,Colgate-Palmolive,4984.6,177.5
1987.0,72.0,Texas Instruments,4974.0,29.1
1987.0,73.0,Emerson Electric,4952.9,408.9
1987.0,74.0,Wyeth,4926.5,778.8
1987.0,75.0,NCR,4881.6,336.5
1987.0,76.0,Bristol-Myers Squibb,4835.9,589.5
1987.0,77.0,Martin Marietta,4752.5,202.3
1987.0,78.0,PPG Industries,4687.1,316.4
1987.0,79.0,Alcoa,4667.2,254.1
1987.0,80.0,General Mills,4586.6,183.5
1987.0,81.0,Bestfoods,4548.8,219.2
1987.0,82.0,North American Philips,4531.6,68.5
1987.0,83.0,Litton Industries,4521.0,71.1
1987.0,84.0,Pfizer,4476.0,660.0
1987.0,85.0,Whitman,4439.4,-136.7
1987.0,86.0,Champion International,4387.6,200.8
1987.0,87.0,Campbell Soup,4378.7,223.2
1987.0,88.0,H.J. Heinz,4366.2,301.7
1987.0,89.0,Bethlehem Steel,4332.9,-152.7
1987.0,90.0,Kimberly-Clark,4303.1,269.4
1987.0,91.0,Merck,4128.9,675.7
1987.0,92.0,Amerada Hess,4014.7,-219.4
1987.0,93.0,Whirlpool,4008.7,199.6
1987.0,94.0,American Cyanamid,3815.9,202.5
1987.0,95.0,Eaton,3811.6,137.6
1987.0,96.0,Abbott Laboratories,3807.6,540.5
1987.0,97.0,Hanson Industries NA,3768.5,103.1
1987.0,98.0,Time Warner,3762.1,376.4
1987.0,99.0,US Pharmaceuticals,3745.4,521.1
1987.0,100.0,OfficeMax,3740.0,101.5
1987.0,101.0,Eli Lilly,3720.4,558.2
1987.0,102.0,Firestone Tire & Rubber,3712.0,85.0
1987.0,103.0,Dana,3695.1,85.9
1987.0,104.0,Quaker Oats,3670.7,179.6
1987.0,105.0,Dresser Industries,3661.3,9.6
1987.0,106.0,BASF,3645.4,104.6
1987.0,107.0,Owens Corning,3644.4,15.6
1987.0,108.0,Owens-Illinois,3641.8,179.2
1987.0,109.0,Reynolds Metals,3638.9,191.8
1987.0,110.0,BorgWarner,3623.4,206.3
1987.0,111.0,Deere,3516.3,-229.3
1987.0,113.0,American Motors,3462.5,-91.3
1987.0,114.0,Grumman,3440.1,78.7
1987.0,115.0,Scott Paper,3437.0,186.5
1987.0,116.0,Cooper Industries,3433.3,147.7
1987.0,117.0,Bayer Corporation,3410.0,93.8
1987.0,118.0,Navistar International,3356.5,1.7
1987.0,119.0,Control Data,3346.7,-264.5
1987.0,120.0,Kellogg,3340.7,318.9
1987.0,121.0,American Standard,3324.6,188.5
1987.0,122.0,Chiquita Brands Intl.,3306.7,53.8
1987.0,123.0,Ryerson Tull,3276.2,19.3
1987.0,124.0,Teledyne,3241.4,238.3
1987.0,125.0,Mead,3217.7,36.3
1987.0,127.0,Warner-Lambert,3102.9,309.5
1987.0,128.0,GenCorp,3099.0,130.0
1987.0,129.0,ARMCO,3085.7,-472.0
1987.0,130.0,Maxus Energy,3079.2,-115.6
1987.0,131.0,FMC,3002.7,152.5
1987.0,132.0,Staley Continental,2996.4,26.2
1987.0,133.0,Times Mirror,2920.3,408.1
1987.0,134.0,Celanese,2891.0,213.0
1987.0,135.0,Avon Products,2883.1,158.7
1987.0,136.0,USG,2869.9,225.5
1987.0,137.0,Gillette,2818.3,15.8
1987.0,138.0,Gannett,2801.5,276.4
1987.0,139.0,Ingersoll-Rand,2799.5,94.0
1987.0,140.0,Burlington Industries Equity,2778.1,56.5
1987.0,141.0,Sipco,2763.2,4.4
1987.0,144.0,Triangle Industries,2667.9,12.9
1987.0,145.0,Kidde,2649.4,25.2
1987.0,146.0,Wang Laboratories,2642.5,50.9
1987.0,147.0,Johnson Controls,2639.4,95.9
1987.0,148.0,Hercules,2615.1,226.7
1987.0,149.0,Fort James,2606.9,95.3
1987.0,150.0,Goodrich,2553.3,32.7
1987.0,151.0,Combustion Engineering,2551.5,50.9
1987.0,152.0,Kerr-McGee,2535.0,-292.0
1987.0,153.0,Squibb,2530.4,396.3
1987.0,154.0,Furniture Brands Intl.,2510.7,92.3
1987.0,155.0,Lever Brothers,2474.6,-18.6
1987.0,156.0,Lear Siegler,2464.1,55.5
1987.0,157.0,Schering-Plough,2398.7,265.8
1987.0,158.0,Penn Central,2387.9,154.2
1987.0,159.0,Walter Industries,2320.5,138.6
1987.0,160.0,Cummins,2303.7,-107.3
1987.0,161.0,Engelhard,2289.5,53.3
1987.0,162.0,Pharmacia,2280.3,252.6
1987.0,163.0,Sherwin-Williams,2253.2,106.0
1987.0,164.0,R.R. Donnelley & Sons,2233.5,158.3
1987.0,165.0,Kaisertech,2233.5,-32.7
1987.0,166.0,Harris,2216.6,59.6
1987.0,168.0,Hershey Foods,2169.6,132.8
1987.0,169.0,Singer,2095.0,82.6
1987.0,170.0,Emhart,2094.3,-10.2
1987.0,171.0,Quantum Chemical,2093.7,75.6
1987.0,172.0,Rohm & Haas,2067.0,138.0
1987.0,173.0,Union Camp,2045.2,129.9
1987.0,174.0,Great Northern Nekoosa,2039.2,85.3
1987.0,175.0,Stone Container,2032.3,35.4
1987.0,176.0,Tribune,2029.8,292.9
1987.0,177.0,Sterling Drug,1990.4,171.5
1987.0,178.0,Pitney Bowes,1986.7,167.9
1987.0,179.0,Air Products & Chem.,1982.1,4.7
1987.0,180.0,Alumax,1974.3,70.1
1987.0,181.0,Hormel Foods,1960.2,39.1
1987.0,182.0,FINA,1960.0,-24.6
1987.0,183.0,Premark International,1959.0,-98.3
1987.0,184.0,Thiokol,1949.9,132.9
1987.0,185.0,AMP,1933.1,164.3
1987.0,186.0,Sunbeam/Oster,1924.2,-164.0
1987.0,187.0,Armstrong Holdings,1920.3,122.4
1987.0,188.0,Manville,1920.3,81.2
1987.0,189.0,Knight-Ridder,1910.7,140.0
1987.0,190.0,Apple Computer,1901.9,154.0
1987.0,191.0,Zenith Electronics,1892.1,-10.0
1987.0,192.0,Valero Energy,1880.1,-99.9
1987.0,193.0,Corning,1856.3,177.1
1987.0,194.0,Maytag,1838.5,111.2
1987.0,195.0,WestPoint Stevens,1813.4,54.5
1987.0,196.0,Westvaco,1811.9,108.1
1987.0,197.0,J.E. Seagram,1809.6,247.0
1987.0,198.0,Paccar,1795.6,54.3
1987.0,199.0,Black & Decker,1791.2,6.3
1987.0,200.0,Pennzoil,1782.2,45.4
1987.0,201.0,Parker Hannifin,1730.2,88.2
1987.0,202.0,Brunswick,1717.4,110.3
1987.0,203.0,Mack Trucks,1711.8,-30.6
1987.0,204.0,Olin,1707.3,75.2
1987.0,205.0,Imcera Group,1702.6,-217.0
1987.0,206.0,Koppers,1695.9,77.5
1987.0,207.0,National Gypsum,1694.2,55.3
1987.0,208.0,J.P. Stevens,1671.9,53.7
1987.0,210.0,Hoechst Celanese,1649.7,37.8
1987.0,211.0,Polaroid,1629.2,103.5
1987.0,212.0,Crown Holdings,1618.9,79.4
1987.0,213.0,Coltec Industries,1616.3,89.3
1987.0,214.0,General Signal,1583.4,74.6
1987.0,215.0,Ethyl,1579.2,177.7
1987.0,216.0,Monfort of Colorado,1577.0,25.1
1987.0,217.0,McGraw-Hill,1576.8,154.0
1987.0,218.0,Mapco,1569.9,74.1
1987.0,219.0,New York Times,1564.7,132.2
1987.0,220.0,Baker Hughes,1557.2,-273.0
1987.0,221.0,Stanley Works,1549.6,78.7
1987.0,222.0,Fort Howard,1549.3,146.4
1987.0,223.0,VF,1544.6,129.3
1987.0,224.0,Louisiana-Pacific,1506.2,187.9
1987.0,225.0,Springs Industries,1505.0,32.6
1987.0,226.0,Tyson Foods,1503.7,50.3
1987.0,227.0,National Semiconductor,1478.1,-91.5
1987.0,228.0,Central Soya,1475.5,1.8
1987.0,229.0,Wilson Foods,1454.2,-23.5
1987.0,230.0,Masco,1452.0,203.4
1987.0,231.0,Aeroquip-Vickers,1447.3,122.6
1987.0,232.0,AMAX,1443.7,14.3
1987.0,233.0,Cyclops Industries,1440.9,21.3
1987.0,234.0,Dover,1439.8,83.8
1987.0,235.0,Gould,1437.2,-101.8
1987.0,236.0,Sundstrand,1433.9,45.4
1987.0,238.0,Square D,1403.5,98.9
1987.0,240.0,Intl. Multifoods,1355.4,24.9
1987.0,241.0,Witco,1355.0,65.2
1987.0,242.0,Tektronix,1352.2,39.3
1987.0,243.0,Hasbro,1329.6,99.2
1987.0,244.0,Temple-Inland,1328.8,80.8
1987.0,245.0,Amstar,1321.5,34.7
1987.0,246.0,Molson Coors Brewing,1314.9,59.4
1987.0,247.0,Murphy Oil,1313.3,-194.8
1987.0,248.0,Becton Dickinson,1311.6,121.9
1987.0,249.0,Cabot,1309.9,71.1
1987.0,250.0,Thomas J. Lipton,1303.2,91.5
1987.0,251.0,Applera,1290.6,72.6
1987.0,252.0,NL Industries,1283.2,-324.2
1987.0,253.0,National Service Industries,1282.9,71.3
1987.0,254.0,Dean Foods,1268.6,40.7
1987.0,255.0,Data General,1268.0,-29.0
1987.0,256.0,Intel,1265.0,-173.2
1987.0,257.0,Foster Wheeler,1257.9,28.0
1987.0,258.0,Union Texas,1255.7,-57.5
1987.0,259.0,Fruit of the Loom,1246.4,12.1
1987.0,261.0,Fleetwood Enterprises,1218.4,39.3
1987.0,262.0,Tyco Laboratories,1216.8,36.7
1987.0,263.0,Washington Post,1215.1,100.2
1987.0,264.0,Crane,1204.2,38.4
1987.0,265.0,Willamette Industries,1200.2,74.7
1987.0,266.0,Weirton Steel,1173.8,45.1
1987.0,267.0,G. Heileman Brewing,1173.8,48.3
1987.0,268.0,Triarc,1162.4,-8.6
1987.0,269.0,Minstar,1156.4,0.7
1987.0,270.0,PerkinElmer,1145.1,44.9
1987.0,271.0,E-SYSTEMS,1135.1,61.6
1987.0,272.0,Dow Jones,1134.9,183.4
1987.0,273.0,Avery Dennison,1131.2,48.6
1987.0,274.0,Harsco,1130.3,46.4
1987.0,275.0,Certainteed,1114.2,57.3
1987.0,276.0,Pennwalt Corp,1107.6,51.9
1987.0,277.0,Norton,1107.1,-33.1
1987.0,278.0,Collins & Aikman,1100.7,66.4
1987.0,280.0,Inspiration Resources,1098.8,37.8
1987.0,281.0,Rexnord,1093.5,-103.7
1987.0,282.0,Clorox,1089.1,95.6
1987.0,283.0,Dow Corning,1085.4,110.6
1987.0,284.0,Fieldcrest Cannon,1083.2,17.4
1987.0,285.0,Ball,1070.3,58.9
1987.0,286.0,Brockway,1065.6,30.3
1987.0,287.0,National Starch & Chemical,1063.6,71.8
1987.0,288.0,Hartmarx,1063.0,24.8
1987.0,289.0,Mattel,1058.7,-1.0
1987.0,290.0,Timken,1058.1,2.7
1987.0,291.0,Asarco,1056.5,9.1
1987.0,292.0,Anderson Clayton,1056.5,16.8
1987.0,293.0,Crown Central,1051.6,-20.2
1987.0,294.0,Smurfit-Stone Container,1044.3,28.0
1987.0,296.0,American Greetings,1012.5,74.4
1987.0,297.0,General Cinema,1012.2,125.8
1987.0,298.0,Arvin Industries,995.6,41.2
1987.0,299.0,Brown-Forman,994.9,86.4
1987.0,301.0,Lubrizol,976.8,78.2
1987.0,302.0,Potlatch,976.4,69.9
1987.0,303.0,McCormick,975.7,29.7
1987.0,304.0,Himont,973.9,97.3
1987.0,305.0,Esselte Business Systems,972.8,45.9
1987.0,306.0,Outboard Marine,971.8,14.3
1987.0,307.0,Harcourt Brace Jovanovich,968.6,70.5
1987.0,308.0,Gerber Products,967.9,45.5
1987.0,309.0,Fairchild Industries,967.3,-10.0
1987.0,310.0,AMDAHL,966.3,41.8
1987.0,311.0,A.O. Smith,964.7,29.0
1987.0,312.0,Lafarge,963.8,26.0
1987.0,313.0,Sonoco Products,963.8,54.7
1987.0,314.0,Nortek,962.8,29.0
1987.0,315.0,Tyler,961.4,11.9
1987.0,316.0,Illinois Tool Works,961.1,79.6
1987.0,317.0,Vulcan Materials,957.8,93.2
1987.0,318.0,Chicago Pacific,954.9,28.8
1987.0,319.0,Clark Equipment,954.0,-60.6
1987.0,320.0,Federal Paper Board,948.6,18.4
1987.0,321.0,Federal-Mogul,941.6,3.6
1987.0,323.0,Wheeling Pittsburgh,934.5,-250.9
1987.0,324.0,Figgie International,919.8,42.4
1987.0,325.0,Bowater,919.7,49.4
1987.0,326.0,Varian Associates,912.1,-14.9
1987.0,327.0,Dayco,911.0,3.1
1987.0,328.0,Household Manufacturing,910.3,-42.8
1987.0,329.0,Echlin,901.9,48.8
1987.0,330.0,International Controls,901.7,-6.9
1987.0,331.0,Quaker State,899.1,50.3
1987.0,332.0,M/A-Com,886.1,8.8
1987.0,333.0,Champion Spark Plug,883.8,17.2
1987.0,334.0,Lone Star Industries,883.4,117.4
1987.0,335.0,Deluxe,866.8,121.1
1987.0,336.0,Bemis,864.7,25.6
1987.0,337.0,Smithfield Foods,864.3,4.7
1987.0,338.0,DR Holdings Inc. of Delaware,860.2,46.9
1987.0,339.0,Bell & Howell,853.4,32.9
1987.0,340.0,Cincinnati Milacron,850.0,23.3
1987.0,341.0,Phelps Dodge,845.9,61.4
1987.0,342.0,Rhone-Poulenc Rorer,844.6,125.6
1987.0,343.0,Mitchell Energy & Devel.,843.9,48.2
1987.0,344.0,General Instrument,841.4,-66.5
1987.0,345.0,Newmont Mining,834.1,74.2
1987.0,346.0,Metromedia International,830.2,39.6
1987.0,347.0,Joy Global,830.0,1.3
1987.0,348.0,Tecumseh Products,821.1,50.7
1987.0,349.0,Louisiana Land & Exploration,818.4,-20.6
1987.0,350.0,MacMillan,817.8,59.5
1987.0,351.0,Liz Claiborne,813.5,86.2
1987.0,353.0,Ecolab,812.9,43.7
1987.0,354.0,Pacific Resources,811.3,27.8
1987.0,355.0,Cyprus Amax Minerals,810.8,21.1
1987.0,356.0,Hughes Tool,806.1,-475.8
1987.0,357.0,United Merchants & Mfrs.,802.1,-35.3
1987.0,358.0,Armtek,800.1,-37.6
1987.0,359.0,Raychem,797.6,48.8
1987.0,360.0,Tyco International,796.4,37.5
1987.0,361.0,Rubbermaid,795.2,70.0
1987.0,362.0,A.H. Robins,789.9,81.8
1987.0,363.0,Tosco,780.3,17.6
1987.0,364.0,Allis-Chalmers,771.2,-8.6
1987.0,365.0,Tandem Computers,767.8,63.8
1987.0,367.0,Reichhold Chemicals,765.6,15.9
1987.0,368.0,Anchor Hocking,757.8,6.6
1987.0,369.0,Mohasco,757.7,15.8
1987.0,370.0,Nucor,755.2,46.4
1987.0,371.0,Worthington Industries,754.3,42.0
1987.0,372.0,GAF,753.8,80.7
1987.0,373.0,Briggs & Stratton,745.8,34.1
1987.0,374.0,Insilco,745.1,33.3
1987.0,375.0,Nalco Chemical,736.1,63.7
1987.0,376.0,Interlake,736.0,32.6
1987.0,377.0,Ferro,725.2,24.1
1987.0,379.0,Metaldyne,712.3,9.4
1987.0,380.0,Interstate Bakeries,708.5,15.3
1987.0,381.0,Nashua,704.2,20.6
1987.0,382.0,Dennison Manufacturing,701.1,30.3
1987.0,383.0,Wm. Wrigley Jr.,699.0,53.8
1987.0,384.0,Bausch & Lomb,698.9,74.7
1987.0,385.0,Flowers Industries,698.4,29.5
1987.0,386.0,Storage Technology,696.0,36.2
1987.0,387.0,Memorex Telex,695.0,67.5
1987.0,388.0,Joy Technologies,692.8,-83.9
1987.0,389.0,York International,690.0,8.2
1987.0,390.0,AM International,688.9,5.7
1987.0,391.0,Snap-On,670.1,65.5
1987.0,392.0,SPX,665.8,28.5
1987.0,393.0,Loral,663.8,53.0
1987.0,394.0,Southwest Forest Industries,660.3,-1.7
1987.0,395.0,Consolidated Papers,653.0,87.5
1987.0,396.0,Dexter,650.1,33.6
1987.0,397.0,Eagle-Picher Industries,648.3,38.8
1987.0,398.0,Texas Industries,648.2,22.1
1987.0,399.0,Big Three Industries,646.0,-4.5
1987.0,400.0,Hillenbrand Industries,641.1,50.5
1987.0,401.0,First City Industries,637.8,-9.5
1987.0,402.0,Savannah Foods & Industries,634.7,10.4
1987.0,403.0,Media General,634.6,17.1
1987.0,404.0,Tracor,632.1,18.8
1987.0,406.0,Freeport-McMoran,629.7,25.7
1987.0,407.0,Rohr,626.1,47.3
1987.0,409.0,Compaq Computer,625.2,42.9
1987.0,411.0,Pentair,623.9,15.2
1987.0,412.0,Intl. Flavors & Frag.,620.7,85.7
1987.0,413.0,Cameron Iron Works,616.2,4.6
1987.0,414.0,Roper,613.5,14.5
1987.0,415.0,Thorn Apple Valley,611.0,-5.5
1987.0,416.0,Calmat,605.9,44.1
1987.0,417.0,Intergraph,605.7,70.4
1987.0,418.0,Universal Foods,602.7,15.4
1987.0,419.0,Chesapeake,599.8,13.7
1987.0,420.0,Westmoreland Coal,598.6,13.0
1987.0,421.0,Cray Research,596.7,124.8
1987.0,422.0,Nerco,594.7,57.5
1987.0,423.0,Kaman,587.8,20.3
1987.0,424.0,Anchor Glass Container,587.5,22.1
1987.0,425.0,Robertson-Ceco,586.5,-41.8
1987.0,426.0,Pittway,585.7,27.6
1987.0,427.0,Leggett & Platt,585.7,34.6
1987.0,428.0,Bairnco,585.1,22.5
1987.0,429.0,Nacco Industries,584.0,33.3
1987.0,430.0,Georgia Gulf,583.3,39.1
1987.0,431.0,Jostens,581.9,40.3
1987.0,432.0,Pullman,580.5,16.2
1987.0,433.0,Cooper Tire & Rubber,577.5,23.0
1987.0,434.0,Butler Manufacturing,576.8,3.6
1987.0,435.0,Harte-Hanks Communications,576.4,1.9
1987.0,436.0,Advanced Micro Devices,576.1,-36.6
1987.0,437.0,Leslie Fay,573.4,18.6
1987.0,438.0,Kellwood,573.0,19.2
1987.0,439.0,Liquid Air,570.6,34.7
1987.0,440.0,Ametek,568.5,36.6
1987.0,441.0,Cooper Cos.,560.1,9.0
1987.0,442.0,Handy & Harman,558.9,-8.8
1987.0,443.0,Hubbell,558.8,54.5
1987.0,444.0,Georgia Kraft,557.4,27.6
1987.0,445.0,Standard Register,557.3,32.7
1987.0,446.0,Vista Chemical,550.1,28.9
1987.0,447.0,Shaw Industries,550.0,24.1
1987.0,448.0,C.R. Bard,548.0,51.2
1987.0,449.0,Foxboro,544.0,9.3
1987.0,450.0,Genesco,538.5,-33.9
1987.0,451.0,Philips Industries,538.3,29.8
1987.0,452.0,Oxford Industries,533.6,10.3
1987.0,453.0,Meredith,533.4,47.2
1987.0,454.0,Riceland Foods,532.3,23.8
1987.0,455.0,L.B. Foster,531.7,-55.5
1987.0,456.0,Herman Miller,531.6,37.8
1987.0,457.0,H.B. Fuller,528.5,18.9
1987.0,458.0,Dorsey,526.8,9.4
1987.0,460.0,Danaher,524.0,15.4
1987.0,461.0,Carpenter Technology,517.0,7.7
1987.0,462.0,Phillips-Van Heusen,514.4,20.1
1987.0,463.0,UST,511.6,103.9
1987.0,464.0,American Maize-Products,509.5,9.7
1987.0,465.0,Commerce Clearing House,505.3,47.6
1987.0,466.0,HNI,503.6,29.3
1987.0,467.0,Kenner Parker Toys,502.8,24.9
1987.0,468.0,Coleman,501.6,17.3
1987.0,469.0,Coleco Industries,500.7,-111.2
1987.0,471.0,Computervision,494.7,-5.8
1987.0,472.0,Amalgamated Sugar,492.8,12.3
1987.0,473.0,Stanadyne,492.8,21.1
1987.0,474.0,Diamond-Bathurst,491.8,-6.2
1987.0,475.0,Longview Fibre,487.7,33.5
1987.0,476.0,Tambrands,486.6,69.1
1987.0,477.0,SCI Systems,470.2,13.8
1987.0,478.0,Scientific-Atlanta,469.1,-9.2
1987.0,479.0,Carlisle,466.1,19.7
1987.0,480.0,Moore McCormack Resources,462.4,-121.4
1987.0,481.0,Seagate Technology,459.8,34.5
1987.0,483.0,ATCOR,458.4,-3.7
1987.0,484.0,Clevite Industries,453.8,11.4
1987.0,485.0,Millipore,443.1,39.1
1987.0,486.0,Barnes Group,439.7,16.6
1987.0,487.0,Alberto-Culver,439.0,8.6
1987.0,488.0,Noxell,438.8,37.1
1987.0,489.0,Russell,437.5,43.3
1987.0,490.0,Robertshaw Controls,436.3,12.8
1987.0,491.0,Trinity Industries,434.3,0.9
1987.0,492.0,Standard Products,433.2,27.2
1987.0,493.0,Xidex,432.3,32.2
1987.0,495.0,Lancaster Colony,423.4,2.6
1987.0,496.0,Allen Group,423.2,-8.6
1987.0,497.0,Bassett Furniture Industries,421.6,19.5
1987.0,498.0,Allied Products,420.8,16.2
1987.0,499.0,Katy Industries,420.5,-9.8
1987.0,500.0,Rochester & Pittsburgh Coal,420.2,18.6
1988.0,1.0,General Motors,101782.0,3551.0
1988.0,2.0,Exxon Mobil,76416.0,4840.0
1988.0,3.0,Ford Motor,71643.0,4625.0
1988.0,4.0,Intl. Business Machines,54217.0,5258.0
1988.0,5.0,Mobil,51223.0,1258.0
1988.0,6.0,General Electric,39315.0,2915.0
1988.0,7.0,Texaco,34372.0,-4407.0
1988.0,8.0,AT&T,33598.0,2044.0
1988.0,9.0,DuPont,30468.0,1786.0
1988.0,10.0,Chrysler,26258.0,1290.0
1988.0,11.0,ChevronTexaco,26015.0,1007.0
1988.0,12.0,Altria Group,22279.0,1842.0
1988.0,13.0,Shell Oil,20852.0,1230.0
1988.0,14.0,Amoco,20174.0,1360.0
1988.0,15.0,United Technologies,17170.0,592.0
1988.0,16.0,Occidental Petroleum,17096.0,240.0
1988.0,17.0,Procter & Gamble,17000.0,327.0
1988.0,18.0,Atlantic Richfield,16281.0,1224.0
1988.0,19.0,Nabisco Group Holdings,15868.0,1209.0
1988.0,20.0,Boeing,15355.0,480.0
1988.0,21.0,Tenneco Automotive,15075.0,-218.0
1988.0,22.0,BP America,14611.0,564.0
1988.0,23.0,Marathon Oil,13898.0,219.0
1988.0,24.0,Dow Chemical,13377.0,1240.0
1988.0,25.0,Eastman Kodak,13305.0,1178.0
1988.0,26.0,McDonnell Douglas,13146.0,313.0
1988.0,27.0,Rockwell Automation,12123.0,635.0
1988.0,28.0,Honeywell Intl.,11597.0,656.0
1988.0,29.0,PepsiCo,11500.0,595.0
1988.0,30.0,Lockheed Martin,11370.0,421.0
1988.0,31.0,Kraft,11011.0,489.0
1988.0,32.0,ConocoPhillips,10721.0,35.0
1988.0,33.0,CBS,10679.0,739.0
1988.0,34.0,Xerox,10320.0,578.0
1988.0,35.0,Goodyear Tire & Rubber,10123.0,771.0
1988.0,36.0,Unisys,9713.0,578.0
1988.0,37.0,3M,9429.0,918.0
1988.0,38.0,Digital Equipment,9389.0,1137.0
1988.0,39.0,General Dynamics,9344.0,437.0
1988.0,40.0,Sara Lee,9155.0,267.0
1988.0,41.0,ConAgra Foods,9002.0,149.0
1988.0,43.0,Sunoco,8691.0,348.0
1988.0,44.0,Georgia-Pacific,8603.0,458.0
1988.0,45.0,ITT Industries,8551.0,1018.0
1988.0,46.0,Unocal,8466.0,181.0
1988.0,47.0,Anheuser-Busch,8258.0,615.0
1988.0,48.0,Caterpillar,8180.0,350.0
1988.0,49.0,Hewlett-Packard,8090.0,644.0
1988.0,50.0,Johnson & Johnson,8012.0,833.0
1988.0,51.0,Alcoa,7767.0,200.0
1988.0,52.0,International Paper,7763.0,407.0
1988.0,53.0,Raytheon,7659.0,445.0
1988.0,54.0,Coca-Cola,7658.0,916.0
1988.0,55.0,Monsanto,7639.0,436.0
1988.0,56.0,LTV,7582.0,503.0
1988.0,57.0,Coastal,7414.0,113.0
1988.0,58.0,Weyerhaeuser,6990.0,447.0
1988.0,59.0,Union Carbide,6914.0,232.0
1988.0,60.0,Ashland,6871.0,133.0
1988.0,61.0,TRW,6821.0,243.0
1988.0,62.0,Motorola,6707.0,308.0
1988.0,63.0,Honeywell,6679.0,254.0
1988.0,64.0,Borden Chemical,6514.0,267.0
1988.0,65.0,Fortune Brands,6323.0,523.0
1988.0,66.0,Baxter International,6223.0,331.0
1988.0,67.0,Emerson Electric,6170.0,467.0
1988.0,68.0,Pillsbury,6128.0,182.0
1988.0,69.0,Northrop Grumman,6053.0,94.0
1988.0,70.0,Ralston Purina,5868.0,523.0
1988.0,71.0,Archer Daniels Midland,5775.0,265.0
1988.0,72.0,Textron,5661.0,256.0
1988.0,73.0,Colgate-Palmolive,5648.0,54.0
